text,rating,date
"I much prefer using these. I don't trust putting my details on the ps4 anymore after the past hacks so I use these.

But I prefer buying them from Amazon because if you buy one from a physical shop and there's an issue (like it has a used code or hasn't been activated) then you have to go back to that shop to return or replace it. Doing it with Amazon means if there is an issue then you can message amazon while being lazy and laying on your couch. With it being November now and seriously cold, I'd much rather do all of that from my warm house.

Plus you get the code instantly so that just makes life so much easier. I highly recommend using Amazon for these.",5,2016/11/21
Quick & easy to use,5,2021/11/23
"I rarely use wallets for buying download games as once completed you cant sell / trade for other games as it's stuck on your console, but for games that are available in download format only it is worth it, I dare not put credit card / bank details onto a gaming machine so having instant codes available to buy online is great, no waiting for the post, all done and able to play in 5 mins ( or however long it takes to download a game) I would buy again for game DLC's and games that are downloads only.
Can't purchase by mistake due to security asking you to put in your assigned payment method and password, so anyone getting into your amazon account can't buy them so no risk of fraud.... ps4 also asks for password too once you enter the code.",5,2014/02/28
"The title specifically says ‘card’ which is what I wanted - ie a physical card to be given as a birthday present, however I only received an email link to download it.",2,2022/04/28
Instantly recieved code,5,2021/11/28
It works,5,2021/12/11
"Play Video
 It’s ok",1,2022/10/22
Gave it to my older brother as a birthday present probably used it for ps+ so I guess it’s good,5,2021/08/29
A very straightforward transaction. Perfect.,5,2021/11/19
"I don’t know who would read the reviews for these except maybe old people so here I go: if your grandchild plays PlayStation, whether that be ps3 or PS4, they will be able to use this to buy anything from the PlayStation store, be it a new video game or currency for a game they already have, like fortnite or minecraft or call of duty. They will love you for it. I promise.",5,2019/12/27
Why que when a few clicks gets it in seconds,5,2021/10/22
"Bought this to put credit on my PS4 store account. When confirmation email comes from Amazon, there is a link, which takes you to Sony, this lets you sign into you PS4 account. When signed in, you just confirm redeem code, and credit is added to your PS4 account. This system allows you to add credit within minutes of ordering from Amazon. Great if you want to quickly order something from PS4 store. Much easier than old way, of waiting on a card to arrive by post, and having to type in long codes. Very straightforward to use.",5,2018/12/02
Easy and great gift for my 7 year old who just has to have them fortnite skins,5,2021/09/11
No,1,2022/11/04
"Okay. I bought this. Code was delivered within seconds - great. I entered the code and it failed. I tore my hair out thinking Amazon was at fault. Well, let me tell you, Amazon was NOT at fault and went above and beyond. What happened is this: I moved from the US across to UK, taking with me my PS3 and my PSN account (obviously). The registered country for my account is MA, US. I created a new account based in UK and the code was accepted. There is NO way to change your country on PSN! Sony have made it very, very difficult, and Sony doesn't care because they don't listen. Sony are the problem.

So Amazon still rocks, the codes obtained thru the European site will only work on accounts with European countries, not US. You cannot change your country on PSN (Sony sucks), and what else is interesting, the Playstation Store is differs depending on your PSN account's country. So if you see something you want on a US account, it most likely isn't available in UK!!

I give a 3 star rating because I'd like to give Amazon 5+stars but I give Sony 0-stars.",3,2014/05/31
I mean what kind of review can you write for a gift card!! I always but mine off amazon its easier and less hassle,5,2021/08/07
"When I entered it, it said already redeemed! And no one has been able to help me",1,2022/09/27
Tried for a good 20 minutes to get the PS store to accept various cards before I gave up and used one of these instead. So glad there are alternative options to these things!,5,2021/05/31
"Completely forgot that it was my daughters, boyfriends, birthday so this was a quick easy way of getting him something I knew he would like and could be instantly printed out to pop in the card - much better that just giving money as at least I put some thought into it - all being late thought :) Really recommend and easy to purchase and download/use on the play station store.",5,2020/01/15
"Easy to order , can be used straight away ...brought numerous times",5,2021/09/21
EASY DOWNLOAD SIMPLE TO DOWNLOAD CODE,5,2021/10/17
"Bought for my grandson, who loves online games on his PlayStation, not much I can say other than being able to purchase the code through Amazon was a big help because it would have been impossible for me to go out and buy a gift voucher.",5,2021/01/05
"I didn't read the description properly and therefore wrongly assumed it was an actual gift card. Sadly, once it's been emailed to you it cannot be returned for some obscure reason. Surely they'd know if it'd been activated, but at my ripe old age maybe I expect too much of this new computer age!",2,2022/01/03
*****,5,2021/11/28
how am I supposed to present this to someone as a gift when there isn't anything to print out??,1,2022/09/14
"Great. Got the code and was able to put it in easy, and no error issues and able to get the credit on the account on the PS. Partner was happy to get his season pass on one of his games.",5,2021/02/25
WOULD HAVE LIKED A VOUCHER SENT THROUGH POST WITH A USE BY DATE ON .THIS WAS A PRESENT FOR CHRISTMAS.,4,2020/11/22
"Great easy to use, got myself a dlc for my game",5,2021/09/17
Very quick easy to use,5,2021/10/23
Easiest way to top up save time and fuel driving the shop no need. Instant for when you need it fast. Code direct to your email account simple.,5,2021/06/12
My son was very happy with this as it gave him the freedom to buy what he wants,4,2021/01/07
"Very efficient product, once purchased the log in code was in my emails straight away. I just logged into my PS account and entered the 12 digit code and the credit was added instantly. From Amazon purchase to crediting my account took 5 minutes.",5,2020/12/09
I ordered this for my son as one of his Christmas presents. A code was sent from Amazon immediately after purchasing and it was very quick and simple for him to apply to his PlayStation account to purchase his game online straight away.,5,2021/01/08
It is what it is. Fair price and easily redeemable.,5,2021/09/14
"After attempting to activate this code, I realised that someone has redeemed it already!
Obviously both Amazon and Sony are not taking responsibility for it!
Absolutely dissatisfied with this purchase and the after sales service! ☹️",2,2022/02/26
Bought this voucher for my Grandson for his PlayStation games. He's soo happy. Will get more in future.,5,2021/08/06
"With their lax security and constant hacks, I'd trust Zammo with my credit card details before Sony. Despite their atrocious record protecting customer data, they have now decreed that you can't send one off paypal payments to your Sony wallet anymore. You have to give them permission to take money whenever they like. Not happening.

These codes allow you to put money on your Playstation account and protect you from Sony and the hackers. They are instant. Hit the checkout button and you get the code on your screen (if you so choose) and can enter it immediately on the sony account page.

The day they stop these is the day I close my account with them.",5,2015/09/12
"bought it, claimed it, used it. Easy",5,2021/09/21
"Is the second time buying this for my boy, he loves it!",5,2021/08/30
Like,5,2021/11/07
"Used to treat my grandson
Almost instant code to your mobile
The young ones can type in the code and spend as they want.

Saves a trip to a store and can be forwarded to your children by text if you are isolated etc.",5,2020/10/29
"They're points for the game Fortnite and do what they're supposed to, so I'm not sure what else there is to write.",4,2020/08/17
Quick and easy purchase and exchange with ps4 account,5,2021/09/10
Got code immediately and worked,5,2021/10/02
Instant delivery recommend,5,2021/10/17
So much hassle to go threw now,1,2022/10/07
"Worked fine, what it doesn't say in description is that you might have to wait a few hours for the code to come through. Not a big deal if you know that, but if you do expect it instantly it could be worrying.",5,2020/12/01
"Pretty straight forward to use, no issues at all.

As the PlayStation Store is about as dependable as a chocolate fire guard, I had to resort to using wallet vouchers when the store, accessed by IE, Chrome AND Firefox, refused to complete the order and blocked me for suspected fraud after three years of having my PS4 and after recently spending over £400 on VR stuff. PS4 store stated wallet was empty when trying to use PayPal and that my credit card details were wrong when trying to use my MasterCard which is valid until 2021! Useless.

Thankfully, I discovered these. Paid for and redeemed in under a minute! As I was signed into my Sony account anyway, it redirected me and redeemed the code immediately. Might use these more often now.",5,2017/07/21
"You get the full amount you buy, but it takes a very long time to receive the code. I wish there was a way to get the code instantly, for within a few minutes. Very worrying when you buy a downloadable item and you don’t know for for certain when it’s coming or not",3,2020/10/15
So easy to use only takes a minute!,5,2021/09/12
As soon as you pay you receive the code. Very quick and easy transaction 😀,5,2021/08/09
well im not sure if it comes through instantly but i have ordered one and the code hasnt come through yet and i would just like to know if it will take a while or not?,5,2021/02/25
"i lived that it only took around 20 mins to recieve my code, as i am a streamer for playstation i regularly buy these codes and is very usefull",5,2021/05/14
Does what it says on the tin,5,2021/09/13
Quick and easy.,5,2021/10/11
received very quickly,4,2021/03/05
I redeemed my 10£ play station gift card but shows 00 £ total in my account. Cost more to speak to customer service. Big scam from play station!!,1,2022/08/18
Instant delivery and easy to access through email,5,2021/09/05
I would prefer a gift card option as most people would give this as a gift. Was unaware of this when purchasing so had to forward email with code to friend which wasn’t as nice.,3,2021/03/26
"It’s great, you get an automatic email with the code that you just add to your PSN wallet. Highly recommend, I buy these top ups regular and had no problems using the code.",5,2021/03/19
Ps 4. Card,4,2021/02/28
Keeps my little one occupied for a short while.,5,2021/08/29
Great purchase and very easy they will send you the code and put it in😀,5,2021/07/25
"This is for a Christmas gift and I would have preferred to have received a physical top up card, but circumstances made me purchase it online. Hope the codes work when I give them, but overall happy with purchase.",5,2020/11/29
Great to give to family member who is a PS player so they can buy many things,5,2021/07/11
"Very convenient, easy and reliable and safe way topping up, comes via email.",5,2021/07/31
Great,5,2021/10/22
Used to purchase games,5,2021/09/14
Quick and easy with code sent to my personal email. Will use again 👍🏻,5,2021/07/25
"if looking to top up your psn wallet quickly then go for one of the download online game code as items as once you buy it amazon send you the code in about 10 seconds or under ,all you do is just tick the accept the psn terms and conditions then view the code once the purchase successful screen appears ,its as easy as that ,the code also gets sent to your email address incase you cant see the code. i have purchased 4 of these and only one had a delay problem and they said it may take up to 4 hours to recieve it but it was recieved in 4 minutes.

highly recommended to everyone making purchases on the playstation store.",5,2014/05/22
"The PSN card, to me, represents a more secure way of purchasing from PSN or SEN (Sony Entertainment Network) as it is now, especially given the well publicised hacking a couple of years back there's no way I wanted to keep my card details on their servers!
The online game code is definitely the best way to receive this item. When ordered Amazon requested card details to authenticate the purchase then came up with a requirement to verify which may take up to 4 hours. Within 4 minutes I recieved the code via email so overall am very happy with the service.The card is also 15p cheaper than it's face value when purchased this way, no idea why but it all helps!",5,2014/10/07
"Overall, this was the product I was looking for and worked properly. I gave this product 4/5 stars because at the time it was only available as an online code, instead of a gift card. Another problem was that it took 3 hours for the code to be emailed to me, which was inconvenient, but apart from that, it worked perfectly and I could easily add the code and continue to purchase games from the PlayStation store.",4,2017/08/10
It was easy to get and most practical gift for my grandson who immediately could use it!!. I will repeat it,5,2021/06/14
"I prefer purchasing digital codes rather than attach any financial information to my account, considering Sonys' track records of data breaches and often inexperienced support agents who have known to give intruders access to people's accounts on occasion. It's always a smooth transaction and more often than not the codes are received instantly",5,2020/04/17
Easy & quick purchase immediate download happy little boy,5,2021/08/15
best way to send a gift,5,2021/08/30
Easy to redeem,4,2021/02/13
"If you've ever used a website for this type of thing before, you'll know that you can wait anything up to 24 hours for them to send you the code.

This service on Amazon is the best ever code generator as you get them the moment you process the order. It will give it to you on the next screen after processing has finished, as well as sending an email to you as your proof of purchase should it mess up on SONY's end.

Use this way as its brilliant. I don't trust leaving details on the PS3 after the massive detail leak, nor do I trust random PSN voucher sites. Use Amazon and you get everything that you ordered instantly. Fantastic!",5,2014/02/03
Takes 2-3 hours to process,4,2021/02/02
Erm.... so you want a review about an email with a code? Well what can I say when I purchased it I was very worried and then I got the email which I had long for so much!! So I opened it and there it was the 12 digital code for £50 to spend on my PSN account. Overwhelmed with enjoyment I called my mother and told her the great news. Second best day ever!!!,5,2019/04/27
"Code didn't work. Tried on PS3, PS4 and PS5 😡",1,2022/09/13
I like it because I have a ps5,5,2021/08/16
"I recently moved out of the UK and as a result of my PSN account being UK based, it kept rejecting my new country card while trying to purchase a game, this was a great workaround as amazon accepted my card and I managed to purchase the game by using this code to top up my wallet in my PSN account, also it was instantanous, I purchased the top up and voila, code was given to me and ready to use, really awesome, worked without any problems and game purchased!",5,2018/10/02
"Bought for my son sent him the email instantly sorted, can’t go wrong",5,2021/07/17
i didn’t likenit,1,2022/09/26
Can not add a picture it is a voucher number,5,2021/07/27
It's better than pitting bank details directly onto the console,5,2021/07/25
Quick n easy. Used my Amazon gift card I got for Christmas on this.,5,2021/07/06
,1,2022/09/28
Its a PSN voucher.,5,2021/08/27
"Bought the £10 card, 4 hrs later money came out of my bank account and another hour later and I’ve not received the email which contains the code. Very unhappy",1,2022/07/28
dose it's job for gaming boys happy,4,2021/01/03
"The best way to buy Sony PlayStation credit. This is the easiest way to order more credit without giving Sony your card payment details. This is much safer and comes almost instantly. You get given a code (by email) and then put this into your console on the correct Sony store page. This is ideal for children to buy things online at the Sony store or even for adults who want to be careful as not to give out any payment details. The code is emailed to you really quickly.
I have not had any problems buying my credit this way- I wouldn't do it any other way!",5,2016/07/06
"Great just what ordered, for my son. He was very happy, & very quick delivery.",5,2021/07/02
Waste of money made me wait 3 days for it,1,2022/09/07
Shocking,1,2022/09/30
As described and delivery quickly,5,2021/08/15
"Duplicate order, not what i wanted in the first place.",1,2022/09/07
"Not much of a review this one. You buy it, the code is sent to you straight away. Turn on the PlayStation and redeem the code. Code works. End of review.",5,2021/01/17
Instant delivery. Took 2 mins to get the email and I've spent it already. Easy to use and in today's day and age you can scan it with your phone straight to the PlayStation App.,5,2020/11/10
"The purchase was easy, previously I have received the code instantly. On this occasion the code came through after a few hours. But is a great way to purchase online codes safely.",5,2020/11/07
"Quick and easy way to buy ps4 gift cards,arrives in an email and you can use it straight away. Bought for grandson to use on his playstation",5,2021/02/18
I did not get the code,1,2022/09/15
Nightmare trying to locate the code,1,2022/09/16
"Instant Delivery - No issues whatsoever. Once purchased, the code is emailed through to you and also viewable under the 'Your Orders' tab.

Happy gaming.",5,2021/05/03
Quick and easy email with the code and works,5,2021/07/22
Though I'd purchased a gift card. Should have read the description properly. The low score is because of the poor communication on the sellers side. When I realised that I had purchased a code and not a voucher I contacted Amazon to see if I could change the code for a voucher as I wanted it as a christmas gift. It has been nearly 3 weeks and still no reply. So I am now left with a code that I cannot access as I don't have a playstation account. And I can't give anyone else the code because they would have to access my Amazon account to get the code. What a waste of £20.,1,2021/12/01
Did the job,5,2021/09/03
Great way to get a card for playstation and get sent a code don't have to find one in the shop . Can do it from comfort of your home. Fab,5,2020/12/30
"It’s a digital voucher. Get the code, add it to your account and use it!",5,2021/06/19
"It's £50 PSN credit for £50, not much to say, although I do get 3% back from the card I use, so it's kind of like I get a £1.50 discount.",5,2021/01/11
Didn’t work so after a refund!,1,2022/09/19
"i cannot redeem my code, its says cod invalid several times",1,2022/08/31
"I purchased 2 sets of codes,went to redeem them the next day on my boys playstations and found the codes had already been redeemed by someone else,raised issue with playstation and is now being investigated,I won't buy these here ever again",1,2022/07/01
A good way to bing your shazing on GTA and buy a buy a new rocket launcher in cod.,5,2021/05/30
No,1,2022/09/27
Bought as a present had no idea amazon did them. Sent as a gift. The only think that I would have really liked was a send a an egift option with a nice way of giving it during lockdown as opposed to sending a screenshot...,5,2020/05/26
"The speed of the progress, which i like you are only on the website quickly etc and the purchase is ready for you in a couple of mins. (email).",5,2021/02/01
what can i say,5,2021/08/12
Used and loaded instantly. No problems,5,2021/07/31
Bought for son to top up FIFA points.,5,2021/07/20
"Really easy to buy, code came with in minutes,kids typed it in on ps store.
From start to finish it took 5-10 minutes, soo mu h easier, will buy again.",5,2021/01/24
"Anchorman 2/avengers age of ultron
Batman begins/ braveheart
Cars/Casablanca
dredd/deadpool
Expendables 3/elephant man
Fantastic 4/fast and furious
guardians of the galaxy vol 2/godfather
hellraiser/ hell or high water
Interstellar/ iron man 3
jumanji/jungle book
Karate kid/kick-ass
London has fallen/Logan
Monsters inc/Man on fire
Now you see me 2/no country for old men
Ouija/o brother where art thou
Peter Pan / Paul
Quarantine /queen
Robocop/real steel
Superman 4 the quest for peace/ Schindlers list
Transformers revenge of the fallen/teenage mutant ninja turtles
Up/underworld
Valkyrie/v for vendetta
War dogs /Wonder Woman
X-men/XXX return of xandar cage
You don't mess with the Zohan
zoolander/zombieland",5,2017/03/06
"i ordered this product to redeem and it said there was an error and told me to reenter the details, so i did and it said nothing afterwards the gift card is in my “your orders” page but i can not redeem it ive searched everything and i went to the desktop site and clicked the “digital games and software” page and yet it says i have not ordered anything ive waited for a while now and still no updates, no email saying something went wrong or an email including the code; nothing. terrible service",1,2022/01/28
"is it possible to change this order to a code to top up now rather than send the card,son ordered in error",4,2020/03/13
Arrived via email instantly,5,2021/08/09
Excellent product and it worked instantly.,5,2021/07/28
"Quick and easy to buy and very fast code sent to me via email
Much better than the card versions when u have to wait ages for it arrive
Recommend to all PlayStation users
Can be used on PS4,ps3 and ps vita
👍👍",5,2020/09/05
Easy to use and got the cide straight away. It is a Xmas present for my grandson so he can purchase for his playstation. Thank you Margaret,4,2019/12/14
I bought this item for my grandson an he’s very please with he bought a game with it an it was very easy to do he’s well pleased my grandson was very pleased with this item,5,2020/09/19
Don’t know who to contact but the code didn’t work,1,2022/08/30
"I acyually bought this for Xmas gift,didn't realise it was a download. So is any way that i could either cancel the order or send it to my relative. Many thanks.",5,2020/12/11
Great product,5,2021/09/01
When my son needs top up for his PlayStation Wallet this is so quick & easy to do. The code is sent he types it in as simple as that.,5,2020/12/13
If you paranoid like me and don’t want to upload your card details to Your playstation account I would highly recommend you purchase these gift cards from amazon. Delivered in 5 minutes and easily redeemed. No issues,5,2020/08/30
"Came through quickly,does what it's supposed to do.",5,2021/07/13
It's not instant.,1,2022/09/13
No happy,1,2022/09/17
very nice,5,2021/08/28
"Bought as a gift - really great service. Code was emailed instantly, and really great way to gift someone who lives far away! They were very pleased with it.",5,2020/12/29
"I have spent and wasted lots of time going from shop to shop, to purchased these cards.
By far the best way to purchase , and redeem.
WOULD HIGHLY RECOMMEND",5,2020/11/16
"Not sure why a few people are having issues, got 2 out 3 of my vouchers instantly and the third after 5 mins. If you're not sure about this, just buy a £10 voucher and see that it works. Then go for a larger amount and so on. Worked for me.",5,2020/01/11
"I've bought different value gift cards from here over the years and it's brilliant!
You get the gift card code emailed to you almost instantly.",5,2021/03/05
I love this once you buy the gift card the code gets sent to your email in almost 10 minutes it’s very effective and 0 chance of someone taking your code I love this,5,2020/09/13
Brilliant service to be able to purchase the codes and receive them instantly. Had an issue on my psn account where it was refusing to take any of my cards saying they were all being declined when my bank was saying they were find. Sony gave there usual level of customer service and said there was nothing they could do and i should wait and try again. So to be able to purchase these direct from amazon was a real life saver and to recieve the code literally instantaneously after purchase. Love this service and will definitely use again in the future.,5,2016/05/23
Got the email with the code straight away,5,2021/07/04
It’d be nice to get an emailed print out. Handy to get though.,4,2020/07/01
Very quick and effective to method to top up account . After buying card you receive an email from Amazon informing you that code ready . When you click the button redeem on Amazons' page takes you directly to your PSN account where code is entered and then when you click continue Funds are then added. . Overall amazing service that allows to to buy games safely on any Playstation platform without putting your card on the system.,5,2018/11/01
Purchased this for a friend as a gift. Had the code in less than a minute after purchase. It worked perfectly.,5,2021/04/15
When I got it. It didn't redeem and I just lost £20 in like 30secs,1,2022/08/14
I bought this credit for my nephew and loves them. You get the voucher straight away and it’s excellent for last minute gifts.,5,2021/03/23
"Pretty much essential if you want to buy anything off PSN.

Also, it's safer and cheaper if you buy one of these top up cards instead of giving your credit/debit card details to Sony. Safer in that if Sony gets hacked again you won't lose your card details, and cheaper in that if you happen to have kids, they won't rack up a huge bill by purchasing horse amour in your absence. Saves time on phone bills calling Sony to explain as well.
""I'm sorry, my son did not mean to spend five hundred quid on useless amour, honest,""",5,2016/08/30
Excellent if (like me) you don’t want to put your card details into the PS4 and risk a child ordering £££ off items!! Very quick (within a few mins) I had a code emailed over to me and redeemed on PS4 quickly also. All round ideal for us 👍🏻,5,2020/01/18
It suggested in the photo that it was an actual voucher instead of the online one I received. I was buying it for my Grandson - a paper print-out of the email is not so nice.,2,2021/12/07
"I usually brought these from supermarkets- now I can purchase via here is so much easier and quicker.
Exactly as described and codes recieved instantly.",5,2021/02/13
Is what it is,5,2021/08/01
"Easy to use, you get the code on the app and via email which you can manually enter on PS Store (scroll to the bottom on Apply Voucher) or login to your PS through the Amazon app to immediately upload.",5,2020/06/10
Did exactly what it said,5,2021/07/14
My grand daughter loved this gift,5,2021/07/09
Good,5,2021/08/28
"Bought this for one of my grandsons who is an avid gamer.The invoice for the voucher comes with a code which i sent to him,and hey presto!,within a minute he had activated the voucher on his Sony account using the code I sent him.No doubt he will be buying a new skin on fortnite.",5,2019/10/18
"Got the code for my son so he could buy a game, the code got emailed to me instantly and worked without any issues. Exactly what I would expect.",5,2020/11/05
This works fine now but I had some issues getting it to work. Entering the code as shown (Uppercase letters) will result in it being not accepted by the PS store. To get it to work I had to use lower case letters even though the code I recieved had Uppercase letters.,5,2019/12/01
N/A,5,2021/08/25
Works a treat,5,2021/08/02
"Easy to buy and use. Got it for friend, was using as soon as he recieved. No issues so no problems",5,2021/03/25
This method was very easy . After buying card you receive an email from Amazon informing you that code ready . When you click the button redeem on Amazons' page takes you directly to your PSN account where code is entered and then when you click continue Funds are then added. This is very safe and I got code within 1 minute . Overall amazing service that allows to to buy games safely on any Playstation platform.,5,2018/11/01
"I wanted a PS4 voucher to put inside a card as a birthday present but this process left me annoyed and confused! I had to make an account to find the wallet with the money I'd spent on a voucher, which was so long winded. It took ages and I'm still not sure how I'm going to be able to use the money to go towards a game!! Not happy!!",1,2022/03/22
Amazing,5,2021/08/22
"The photo advertises clearly ""Gift Card"". This is NOT a gift card. Do NOT buy if you wish to gift this to someone, you will not receive a gift card as the photo suggests. The small print will tell you this is none refundable. What the image of the gift card does not say is that the product is s gift CODE that is emailed to you. Therefore if you are wanting a gift card to give to someone you will not receive it and amazon will not honour this and will ignore any complaint saying this is misleading. You instead will be forced into printing off a personal paper email to give to the person you wanted to gift. Never left a bad review before but pretty disgusting to mislead people.",1,2021/09/02
Its easy to order and get code right away which my Son use on his PlayStation game,5,2021/05/06
"Great as a gift or if you are worried about using your bank details on the PS4 as you can get hacked. I was actually banned from my PS because they took out 19.99 out of my bank for PS PLUS. I thought I got hacked or something and requested a charge back, and obviously PS4 banned me because of the debt. I had to ring up and buy this code so they could put it into my account. It was easy and you get the code straight away after you buy.",5,2017/11/22
"I really wasn’t sure how this topup card was gonna work out compared to others, but having loaded it into my account, I can confirm it’s the real deal and does just as good a job of adding credit to your PSN account as other topups. One satisfied customer.",5,2019/12/30
Easy to use,5,2021/07/28
This is really useful to get something you want on GTA online,5,2021/05/27
"Always a quick and reliable way to buy PSN credit.
10 seconss after purchase, the code is emailed to me. Great way to snag some extra credit.",5,2020/11/22
"So like others... I bought a redeemable voucher for playStation for my nephew for christmas, when he tried to use it, a message came back that it was used 12 months previously. Its a scam. Amazon wont do anything, because they're useless. Even though the sold the item they dont claim any responsibility for me not getting what I paid for. They cannot refund you. Contact sony, they dont care what you say. If you get through to Sony support, you deserve a medal alone! AVOID",1,2022/01/19
Easy win for a PS enthusiast's birthday present.,5,2021/06/14
Fantastic,5,2021/08/16
"As expected, worked, recipient was very happy",5,2021/06/19
Great idea for gift and easy to use,4,2020/07/21
Alway get from Amazon don't like to use my card on the playstation,5,2021/05/16
Got the code nice a quick. Used a £20 Amazon voucher and turned it in to a £20 PS voucher 😁,5,2021/03/11
"I didn't realise that you could buy PSN Topups on AMazon so well impressed, saves me having to go into town to purchase one from my store.",5,2020/10/31
"WHAT A GREAT TOP UP THIS IS,
I JUST CAN'T STOP TELLING ALL MY FRIENDS ABOUT IT...
...IN FACT I'M EVEN GONNA TELL MY MUM ABOUT HOW
FANTASTIC IT IS TOMORROW.
WHAT A LOVELY COLOUR IT IS TOO,I JUST LOVE THE SUBTLE
SHADE OF DEEP PURPLE RUNNING ACROSS THE TOP,
THE WAY IT HAS SUCH A LOVELY CONTRAST WITH THE WAVES
AND SHADES OF BLUE ABOVE AND UNDERNEATH.
THEN OF COURSE YOU GET THE ADDED PUNCH OF WHITE LETTERING
AND A MAJESTIC LOOKING £5 RIGHT IN THE MIDDLE...
...BEAUTIFUL!
A GREAT WAY TOO TOP UP YOUR PLAYSTATION CREDIT TOO.",5,2016/01/22
It's good and trust worthy,4,2020/08/18
Easy to gift and to use,5,2021/06/20
"So easy 2 use , just buy and redeem code on screen 😁",5,2021/05/13
Refuse to store my card on my child's ps4 so love that you can purchase these.,5,2021/04/27
It takes a few second to get your code from your email to submit it to your PlayStation. I've purchased many of these and I've had no issues. I would recommend you to get it. Its very simple and fast.,5,2020/04/06
I liked that it gave me £50,4,2020/07/18
"Absolute crazy how quick the code was delivered, it was literally in a matter of seconds. I am sure I will buy more if needed.",5,2020/11/22
I buy this item for my son's every couple of months and it's really worth it.,5,2021/04/26
"Thought I was purchasing a gift card as advertised but just got a code, I don't have a Playstation or an account so was useless as a present",2,2021/12/23
I bought this for someone who lives abroad . He is super excited to be able to use it,5,2021/03/17
Code came fast and worked,5,2021/06/19
Great way to buy these,4,2020/08/23
No problems,5,2021/07/25
Worked as intended,5,2021/07/12
I used to purchase this product from the high street but it’s so much easier on Amazon and environmentally friendly to. The code is received immediately on purchase via email.,5,2020/09/06
"My son won a gaming competition online. The host bought him a top from his home state in the USA, but because or regoinal restrictions my son couldnt redeem the top up in the uk, so as a workaround he credited my uk amazon account with a gift credit to be used to purchase an online topup for my son.",5,2019/05/03
Excellent was to buy points but it can be confusing when it asks you to enter your credit card details again. I have looked into this and apparently this is to do with international licensing law. The same happens when using Amazon gift vouchers but rest assured it will not take money from your card and only from the voucher (assuming the amount is less that or equal to).,4,2016/05/22
Really easy to use. A simple way to add funds to playsation network.,5,2021/05/03
"Recommended to me by a friend and really is the easiest way to top up the kids PSN account - much easier than messing around with entering my own card details, address etc. Plus I retain absolute control, just top up the account using a pre-paid gift card with no concerns about my children signing on and buying things without my permission. I have bought these cards in the supermarket before now but Amazon is just as easy - once purchased the code is available immediately.",5,2017/06/09
"Great product for child’s present instantly available
Print and put into their cards code is included for downloading",5,2021/03/03
It was given to my son for birthday present,5,2021/05/23
Excellent and speedy service,5,2021/06/29
"like it was a down load and came straight to phone, dislike I have trouble finding where to find code on order but now I no where to find code will b order more instead of g
oin tesco to get sons them",4,2018/10/12
Best way to quickly give your child £35 of your hard earned cash to spend on skins or similar nonsense without your card details being kept on record and them bleeding you dry.,5,2020/06/20
Took about half an hour for the code to come through which I don't think is bad for a weekend,5,2021/01/24
Great product thanks to the people at amazon buying the product has been so easy and such a great way to buy a product because it’s fast and reliable,5,2020/08/25
Great gift for birthday or Christmas present for any aged PlayStation user.,5,2021/05/06
This is 100% legit received the code for the Top-up in my email within minutes,5,2021/04/05
"The redemption code was quickly and efficiently issued, meaning I could redeem it on my PS5 with ease.",5,2021/03/08
Great!,5,2021/07/26
Easy way to buy as a gift. Make it more personal by printing the code on you own design voucher.,5,2021/02/01
"Came here after countless hours of PSN telling me that my credit card information was invalid which it wasn't they're just extremely pedantic! Anyway, after thinking I could never make a purchase on the store again I arrived here and I must say it is fantastic! Don't be alarmed if your code doesn't come through instantly, Amazon quotes 2-4 hours as a possibility however mine came through within 5 minutes of ordering! Probably the best way of topping up your virtual wallet especially if like me you've decided that Sony are just too incompetent to have you card details! MUST BUY!!!!",5,2014/05/28
So easy.. Paid... Reedemmed digital.... Which then gives you code and put straight into redeem coded on console..... As I don't like paying with card on the console... 2 happy boys and saved me a trip to the shop😁,5,2020/02/08
Very easy to do. Pay £20 and get the psn download code instantly. Make sure you pick the right download code for your region before you checkout. (UK code etc),5,2020/07/15
It was a gift card,5,2021/06/03
Instant delivery by email,5,2021/06/19
"I tend to buy these as gifts for gamers in my family as birthday gifts and they are always received well. I've used them myself and it's so straightforward and takes no time at all after putting the code in fir the balance to appear in your psn wallet..buying games, movies etc us also simple to do. If you are lucky enough to find games your after on any if the psn sales that they do regularly then it's a double bonus.",5,2017/08/10
Bought as a gift was expecting something through the post. Have had to email to my daughter for her to download for her son,3,2020/12/06
"Great product, easy to buy and find code once order is confirmed.",5,2021/04/13
"It takes only a few minutes , up to 1/2 an hour for the 10 and 20 ones .... the 50 took a few hours!!!",5,2020/10/21
"If you want to add money to your PSN wallet but are like me, and do not really want to put your card details on the PSN store or do not have a PayPal account, then this is the product for you! If you go for the ""Online Game Code"" purchase, then the code gets given to you within minutes, it is also sent to you via e-mail. You simply enter the code onto the PSN store by going onto the redeem code section, then you're done! Money on you account to spend however you want!",5,2015/02/01
"Code arrived within mins , I’m very happy , easy and reliable , I would definitely buy again. Thanks again!",5,2020/12/21
Quick and easy way to add money to Playstation network wallet. (You can purchase downloadable games etc). Received voucher code instantly. Don't have to enter financial details onto playstation network. Just go to 'redeem codes' tab in playstation store and enter code.,5,2020/01/01
"Not much you can say, you buy this to spend on the PSN network. can't go wrong.",5,2021/02/21
"Quick and easy to purchase, works great with no problems.
Will be ordering this way from now onwards.
Thank You",5,2021/01/14
